CustomerID,OrderID,OrderDate,OrderAmount,OrderStatus,PaymentMethod,City,State
CUST1896,C0398710,2025-01-29,323.6,invoiced,UPI,Mumbai,MH
CUST1141,1C8EAEE9,2025-02-27,117.61,delivered,,Lucknow,RJ
CUST0665,00D4AF59,2025-03-04,423.0,shipped,debit_card,Delhi,DL
CUST1590,F8CDA88B,2025-05-27,37.41,shipped,net_banking,Indore,TN
CUST1684,E9A1FA6F,2025-04-14,25.73,delivered,UPI,Mumbai,WB
CUST0647,D777A477,2025-01-27,206.57,cancelled,debit_card,Mumbai,RJ
CUST0136,2720797D,2025-05-11,113.38,cancelled,credit_card,,MP
CUST1932,F4188F3F,2025-03-20,287.92,invoiced,cash,Lucknow,RJ
CUST1471,00257AD1,2025-06-07,164.19,invoiced,cash,Jaipur,MP
CUST1343,1CA35CFB,2025-05-03,254.62,shipped,UPI,Delhi,KA
CUST1812,D4E80839,2025-07-06,458.13,cancelled,credit_card,Jaipur,DL
CUST0940,3DA9C2A9,2025-06-12,80.01,invoiced,debit_card,Lucknow,AP
CUST0286,15ED6269,2025-06-26,130.85,delivered,cash,Chennai,RJ
CUST1150,FA5D3100,2025-05-29,274.1,returned,net_banking,Hyderabad,KA
CUST1530,20DE435D,2025-06-03,296.45,returned,UPI,Hyderabad,GJ
CUST1839,2A45C2AB,2025-05-15,295.93,returned,UPI,Indore,
CUST0742,6C52C49F,2025-02-27,117.47,cancelled,net_banking,Kolkata,AP
CUST0284,BADCC32A,2025-02-17,259.67,returned,UPI,Hyderabad,GJ
CUST0187,66245BFA,2025-05-20,380.33,invoiced,UPI,Kolkata,AP
CUST1764,E64D1BCB,2025-05-17,63.73,delivered,debit_card,Hyderabad,GJ
CUST1286,3985C3CF,2025-04-17,88.39,shipped,credit_card,Indore,KA
CUST1394,8DCDCD03,2025-01-19,216.86,cancelled,credit_card,Delhi,KA
CUST0131,122C9A56,2025-02-20,198.54,cancelled,credit_card,,GJ
CUST1221,114125C6,2025-05-24,498.1,shipped,credit_card,Bangalore,MP
CUST1084,1223B513,2025-07-01,133.19,invoiced,UPI,Ahmedabad,MP
CUST1134,7C441FE7,2025-04-16,431.78,shipped,,Mumbai,RJ
CUST0024,EF7DDC76,2025-02-17,343.34,shipped,cash,Lucknow,KA
CUST0235,3E351128,2025-06-27,344.04,shipped,,Jaipur,AP
CUST1100,30BEB45F,2025-06-08,377.93,invoiced,UPI,Kolkata,MH
CUST1575,5AB33EDF,2025-01-25,324.07,returned,credit_card,Ahmedabad,AP
CUST0229,BAA4B71A,2025-03-30,153.82,delivered,debit_card,Indore,RJ
CUST0324,A56C0941,2025-01-17,232.32,cancelled,cash,Mumbai,
CUST1954,56DC8907,2025-01-26,363.83,cancelled,net_banking,Hyderabad,RJ
CUST1474,310C0C00,2025-06-11,139.06,delivered,debit_card,Jaipur,WB
CUST1026,6C006F61,2025-02-12,383.36,shipped,UPI,Kolkata,RJ
CUST1040,DFDE4FBF,2025-02-11,457.19,delivered,debit_card,Delhi,DL
CUST1783,DC815FE7,2025-07-05,316.4,cancelled,UPI,Ahmedabad,KA
CUST1724,A6F2F7B8,2025-06-22,323.09,shipped,cash,Ahmedabad,WB
CUST1248,17E011B7,2025-04-21,107.47,,debit_card,Chennai,WB
CUST0766,2A935D62,2025-07-05,383.63,invoiced,debit_card,Kolkata,DL
CUST1105,DD59BA71,2025-03-26,477.21,returned,debit_card,Delhi,MH
CUST1890,610461E3,2025-03-25,269.87,invoiced,debit_card,Lucknow,RJ
CUST0002,ED3049CF,2025-01-07,303.48,shipped,cash,Indore,WB
CUST1001,6C4A37EA,2025-06-08,19.54,delivered,cash,Kolkata,WB
CUST1903,C88A618E,2025-05-22,187.86,delivered,credit_card,Hyderabad,MH
CUST1704,27A0C3D7,2025-04-24,405.32,cancelled,cash,Hyderabad,UP
CUST0491,0EF8C2D6,2025-02-12,38.38,invoiced,cash,Kolkata,GJ
CUST1799,BF7B539B,2025-04-29,288.0,invoiced,cash,Lucknow,AP
CUST0162,7A0ECFEA,2025-03-08,51.97,invoiced,debit_card,Hyderabad,WB
CUST0996,284D82E5,2025-04-14,409.85,delivered,debit_card,Indore,MH
CUST1558,D9F195D0,2025-01-18,271.03,delivered,net_banking,Indore,DL
CUST0258,ACDABACC,2025-02-12,72.91,shipped,UPI,Delhi,MP
CUST0974,F10C718B,2025-06-23,473.96,delivered,credit_card,Ahmedabad,RJ
CUST0339,98326856,2025-06-28,139.88,shipped,net_banking,Ahmedabad,TN
CUST1787,A8499B92,2025-01-14,307.23,returned,cash,Indore,MH
CUST1976,EF48E8D5,2025-04-30,113.78,returned,net_banking,Lucknow,UP
CUST1105,506E5A9A,2025-02-26,380.08,returned,net_banking,Hyderabad,GJ
CUST1413,ABF3E3FC,2025-02-22,108.56,cancelled,net_banking,Jaipur,RJ
CUST0639,EDD4253B,2025-05-12,205.51,invoiced,UPI,Bangalore,MH
CUST1376,75523327,2025-06-01,328.44,cancelled,credit_card,Bangalore,TN
CUST0898,19985F15,2025-05-07,450.81,shipped,UPI,Jaipur,GJ
CUST0925,43E42CAF,2025-01-21,69.29,invoiced,net_banking,Indore,GJ
CUST0461,119C4EA3,2025-02-01,41.37,returned,net_banking,Delhi,WB
CUST0044,286218B8,2025-06-26,298.27,invoiced,debit_card,Indore,MP
CUST0472,4D71C366,2025-04-02,298.34,delivered,cash,Hyderabad,MP
CUST0015,A76AFDE6,2025-05-05,44.79,returned,,Chennai,UP
CUST1293,8DFA6A56,2025-04-19,38.85,delivered,debit_card,Hyderabad,GJ
CUST0139,F05DB76E,2025-03-06,453.66,delivered,debit_card,Delhi,RJ
CUST1761,E3C43657,2025-06-26,171.91,invoiced,credit_card,Chennai,WB
CUST1053,45B89CD9,2025-01-27,126.62,delivered,cash,Hyderabad,UP
CUST1371,57C700AA,2025-03-02,247.85,invoiced,debit_card,Bangalore,AP
CUST1105,439472E6,2025-02-15,74.83,shipped,UPI,Lucknow,KA
CUST1916,E87D1C78,2025-04-15,442.37,cancelled,net_banking,Hyderabad,WB
CUST1181,6C6F7633,2025-06-20,241.61,cancelled,UPI,Lucknow,KA
CUST1607,5563F616,2025-06-17,241.76,invoiced,debit_card,,MH
CUST0834,430F801D,2025-06-05,103.3,cancelled,cash,Indore,AP
CUST0199,B4A69F3C,2025-02-07,332.9,invoiced,net_banking,Chennai,KA
CUST0726,13432E61,2025-03-31,217.55,delivered,cash,Indore,KA
CUST0957,8BABCE3B,2025-06-27,433.28,invoiced,UPI,Lucknow,MH
CUST0111,8D7248E2,2025-01-13,339.95,cancelled,net_banking,Delhi,MH
CUST1324,4EEA04E7,2025-02-04,58.22,delivered,cash,Chennai,TN
CUST0825,F8E1DAA7,2025-03-18,366.82,shipped,cash,Jaipur,GJ
CUST1640,35C7936C,2025-06-23,432.22,cancelled,credit_card,Jaipur,UP
CUST0510,5A8AAECA,2025-05-19,103.88,shipped,debit_card,Ahmedabad,AP
CUST1099,6808593F,2025-06-07,229.82,returned,UPI,Delhi,DL
CUST0865,EE0CAEB5,2025-05-07,99.91,delivered,cash,Kolkata,GJ
CUST0948,CCC56569,2025-02-21,132.41,returned,cash,Jaipur,MH
CUST1891,0658663A,2025-06-13,46.94,cancelled,cash,Chennai,GJ
CUST1655,C84A7B28,2025-02-10,432.06,shipped,debit_card,Bangalore,MP
CUST1128,DD334CC7,2025-07-06,57.98,shipped,net_banking,,RJ
CUST1336,28C13091,2025-05-29,499.65,invoiced,debit_card,Ahmedabad,GJ
CUST1713,DF465290,2025-06-08,17.23,delivered,UPI,Chennai,AP
CUST0192,33173470,2025-01-14,463.92,shipped,cash,Hyderabad,KA
CUST1739,4E20FD1A,2025-06-14,125.83,cancelled,debit_card,Indore,GJ
CUST0833,39118497,2025-06-15,247.96,returned,cash,Kolkata,UP
CUST0438,5408F9AC,2025-01-11,433.68,invoiced,credit_card,Bangalore,RJ
CUST1849,C5F8BC16,2025-03-02,38.73,shipped,net_banking,Ahmedabad,KA
CUST0777,6651529E,2025-03-02,11.06,cancelled,debit_card,Indore,MP
CUST0800,54C63CD8,2025-05-18,139.95,cancelled,credit_card,Chennai,UP
CUST1606,F86C2CA2,2025-07-08,394.71,returned,debit_card,Hyderabad,WB
CUST0585,FBC9F87A,2025-02-26,217.27,delivered,credit_card,Jaipur,GJ
CUST1961,6F3F920C,2025-02-27,367.95,invoiced,cash,Delhi,TN
CUST1605,6FB78271,2025-03-15,282.33,delivered,,Delhi,
CUST1472,629C2AE3,2025-05-04,248.47,shipped,cash,Lucknow,GJ
CUST0389,0B5CEA6A,2025-06-30,155.39,returned,cash,Chennai,MH
CUST1984,ECF27E76,2025-05-24,38.66,returned,net_banking,Delhi,GJ
CUST1507,F0B5156B,2025-06-12,275.68,shipped,credit_card,Jaipur,AP
CUST1532,5D3D9E56,2025-05-31,163.67,cancelled,debit_card,Ahmedabad,DL
CUST0103,EBB7A385,2025-03-31,296.25,shipped,net_banking,Mumbai,AP
CUST1030,D9178793,2025-03-12,460.5,,UPI,Jaipur,UP
CUST1088,81D2C7DE,2025-01-31,87.14,delivered,debit_card,Delhi,DL
CUST1968,6703B636,2025-03-08,258.84,shipped,net_banking,Jaipur,MH
CUST1744,311C6EB6,2025-05-22,101.05,delivered,UPI,Bangalore,UP
CUST1219,AD64B56C,2025-03-29,43.3,delivered,debit_card,Kolkata,AP
CUST1766,91B0E1D9,2025-06-01,125.25,shipped,credit_card,Mumbai,KA
CUST0246,001A9A8B,2025-03-06,471.38,delivered,UPI,Jaipur,MP
CUST1167,C9277D9B,2025-03-07,130.65,cancelled,cash,Mumbai,
CUST1218,77097749,2025-04-29,29.47,invoiced,credit_card,Mumbai,MH
CUST0168,82DC4C8E,2025-04-02,215.42,delivered,debit_card,Bangalore,GJ
CUST1196,CBC84759,2025-04-08,286.96,shipped,UPI,Ahmedabad,DL
CUST0648,48A639D0,2025-05-29,468.01,cancelled,debit_card,,TN
CUST0419,55CEE5DB,2025-04-17,338.17,returned,UPI,Bangalore,GJ
CUST0644,3C20592F,2025-01-25,126.96,returned,cash,Jaipur,TN
CUST0811,32FA2DE8,2025-05-17,74.13,returned,cash,Chennai,UP
CUST1322,FBE33B24,2025-02-04,157.0,cancelled,cash,Bangalore,DL
CUST0648,12A4DEF0,2025-04-09,465.22,delivered,credit_card,Kolkata,KA
CUST1917,935F2B0A,2025-04-05,45.55,returned,UPI,Indore,MH
CUST0939,7E8F8095,2025-02-13,314.37,cancelled,UPI,Ahmedabad,MP
CUST1154,B00805CC,2025-03-25,498.09,returned,credit_card,Indore,DL
CUST0151,C521BF2D,2025-01-08,273.44,shipped,net_banking,Ahmedabad,GJ
CUST1037,3805F907,2025-06-27,139.95,invoiced,debit_card,Hyderabad,KA
CUST1912,8498E113,2025-02-10,181.01,invoiced,debit_card,Ahmedabad,
CUST0141,EADF5085,2025-04-07,440.84,cancelled,net_banking,Delhi,WB
CUST0757,CD29A36F,2025-06-20,149.64,delivered,net_banking,Lucknow,KA
CUST0898,8F15BA58,2025-04-07,418.54,delivered,debit_card,Ahmedabad,DL
CUST1441,E4347D51,2025-05-02,158.23,cancelled,credit_card,Lucknow,DL
CUST1653,E45B712E,2025-04-02,330.45,invoiced,debit_card,Chennai,
CUST0017,8C41561B,2025-04-15,337.25,delivered,,Jaipur,AP
CUST1136,DC8AEE30,2025-04-03,156.7,returned,credit_card,Hyderabad,MH
CUST1359,3F4B1A70,2025-04-09,60.76,shipped,debit_card,Mumbai,DL
CUST1799,C715B2B9,2025-06-19,75.8,invoiced,credit_card,Hyderabad,AP
CUST0237,464C04AF,2025-04-18,445.96,invoiced,cash,Kolkata,MH
CUST1521,3C07C574,2025-04-02,281.08,invoiced,debit_card,Bangalore,AP
CUST0558,8A476A87,2025-02-28,148.06,delivered,net_banking,Mumbai,TN
CUST0432,620E99D3,2025-01-22,361.63,cancelled,cash,Kolkata,AP
CUST0417,10714D51,2025-05-21,346.87,delivered,cash,Hyderabad,GJ
CUST1747,7746D0BA,2025-03-28,139.35,shipped,UPI,Bangalore,TN
CUST1001,6B8E869F,2025-03-28,133.05,cancelled,cash,,AP
CUST1860,F2311F17,2025-03-23,424.59,invoiced,credit_card,Jaipur,KA
CUST0190,C3FE0183,2025-05-22,320.8,shipped,net_banking,Indore,MP
CUST1699,F1578470,2025-04-28,145.57,returned,net_banking,Ahmedabad,DL
CUST0008,DA7B9095,2025-03-16,173.44,returned,cash,Mumbai,WB
CUST0268,89C8D2AB,2025-06-29,322.19,shipped,UPI,Chennai,DL
CUST0537,9A6EC2F5,2025-06-01,89.18,invoiced,net_banking,,DL
CUST0905,45DF16B6,2025-06-30,280.32,shipped,cash,Mumbai,RJ
CUST0876,560C95EE,2025-04-01,284.84,delivered,net_banking,Bangalore,RJ
CUST0230,B963F37F,2025-05-16,46.87,delivered,debit_card,Bangalore,RJ
CUST1809,20AC3703,2025-02-08,348.6,shipped,debit_card,Lucknow,MH
CUST0306,64DE82E6,2025-05-07,277.34,cancelled,cash,Jaipur,MH
CUST1710,157D94A1,2025-05-01,190.92,shipped,cash,,RJ
CUST1132,7631DE9D,2025-05-11,82.57,shipped,UPI,Bangalore,GJ
CUST0262,53CD6268,2025-02-11,30.5,delivered,credit_card,Ahmedabad,KA
CUST0747,C2DFF335,2025-02-17,450.5,shipped,cash,Chennai,GJ
CUST1631,F3821CFD,2025-06-26,486.38,shipped,credit_card,Jaipur,RJ
CUST0082,14F7CE8D,2025-06-17,450.47,delivered,UPI,Delhi,DL
CUST0431,0D557B61,2025-04-08,344.21,shipped,credit_card,Jaipur,RJ
CUST1366,C7FEE39F,2025-03-15,60.37,returned,cash,Hyderabad,RJ
CUST1598,F319C125,2025-05-13,284.34,invoiced,debit_card,Ahmedabad,MH
CUST1792,9F0FDA8D,2025-02-24,209.12,cancelled,UPI,Bangalore,MH
CUST1272,AB61A7B1,2025-02-05,377.24,shipped,cash,Delhi,WB
CUST1896,770C7798,2025-01-29,465.64,cancelled,UPI,Jaipur,MH
CUST1771,2AF43AB7,2025-05-22,89.63,cancelled,debit_card,Hyderabad,WB
CUST1639,B7E6427C,2025-05-04,407.28,delivered,credit_card,,GJ
CUST1806,F6F7F0CC,2025-01-29,212.02,delivered,UPI,Hyderabad,TN
CUST0368,EDCB8CB6,2025-03-08,370.92,invoiced,net_banking,Jaipur,TN
CUST0681,F54AD0A2,2025-03-08,393.37,cancelled,UPI,Indore,MH
CUST0844,32C5BD89,2025-03-20,403.1,delivered,credit_card,Jaipur,KA
CUST1770,A092F52A,2025-01-21,370.18,cancelled,debit_card,Delhi,WB
CUST0509,4D3485C5,2025-02-23,140.73,invoiced,net_banking,Bangalore,RJ
CUST1613,1EFD76E9,2025-06-21,353.63,invoiced,credit_card,Chennai,MH
CUST0784,0A8381BE,2025-06-10,437.36,returned,net_banking,Bangalore,TN
CUST1759,5EDDBBBF,2025-03-15,240.64,delivered,UPI,Bangalore,GJ
CUST0409,033D2BCE,2025-01-20,410.13,invoiced,net_banking,Chennai,UP
CUST0943,1B049863,2025-06-20,181.33,shipped,cash,Mumbai,RJ
CUST1681,E43E4288,2025-04-01,399.72,cancelled,cash,Hyderabad,KA
CUST0467,6F7C15EA,2025-06-16,119.23,delivered,credit_card,Lucknow,WB
CUST1352,A6846099,2025-02-10,104.63,delivered,debit_card,Lucknow,WB
CUST0673,89C5B31A,2025-02-28,146.52,returned,credit_card,Lucknow,KA
CUST0143,D36357B6,2025-06-06,483.78,delivered,net_banking,Lucknow,RJ
CUST0572,DA09DFA0,2025-05-28,182.06,shipped,net_banking,Hyderabad,DL
CUST1044,4767D76C,2025-02-23,205.84,invoiced,cash,Jaipur,UP
CUST1728,76F72255,2025-06-27,272.75,delivered,credit_card,Bangalore,RJ
CUST1924,561E16D1,2025-04-27,23.52,cancelled,net_banking,Ahmedabad,MP
CUST1797,2E8D0E87,2025-01-12,485.5,cancelled,debit_card,,GJ
CUST0366,4223623B,2025-04-11,294.49,delivered,credit_card,Jaipur,DL
CUST0544,B380C73A,2025-03-14,28.75,returned,UPI,Jaipur,RJ
CUST1222,8441AEFD,2025-06-26,222.94,invoiced,debit_card,,WB
CUST1493,680BAC63,2025-02-13,395.35,delivered,UPI,Kolkata,DL
CUST0894,B0CBC61F,2025-04-11,307.04,delivered,cash,Delhi,KA
CUST1048,72BB912D,2025-04-09,66.67,shipped,debit_card,,MP
CUST1843,38BA8ABC,2025-06-09,292.53,cancelled,cash,Mumbai,TN
CUST0522,A9F948B2,2025-03-26,31.75,delivered,net_banking,Chennai,
CUST0894,87EA7FF5,2025-04-29,10.83,delivered,cash,Mumbai,WB
CUST1896,8CE6424D,2025-03-14,405.19,invoiced,cash,Jaipur,WB
CUST1407,455AC762,2025-03-12,362.52,shipped,credit_card,Chennai,AP
CUST1520,B8A6171F,2025-03-07,371.15,cancelled,UPI,Kolkata,
CUST0404,892E6161,2025-02-13,188.47,delivered,debit_card,Delhi,AP
CUST0144,3764FBDA,2025-06-04,474.95,delivered,UPI,Kolkata,MH
CUST1886,96EF2AD6,2025-05-30,171.8,invoiced,credit_card,Mumbai,AP
CUST0643,FB02BEBB,2025-06-03,335.06,invoiced,debit_card,Ahmedabad,KA
CUST0256,3A3C563E,2025-01-26,362.68,cancelled,UPI,Bangalore,GJ
CUST0616,B540B30E,2025-03-18,258.49,delivered,debit_card,Lucknow,WB
CUST1366,F96B648A,2025-04-20,210.11,cancelled,UPI,Indore,WB
CUST0825,F1AFDB65,2025-01-17,351.63,returned,debit_card,Chennai,KA
CUST1136,7DAA39F0,2025-01-31,72.37,cancelled,cash,Delhi,GJ
CUST0862,48CA7651,2025-01-26,335.82,cancelled,UPI,Delhi,DL
CUST0777,2F32751E,2025-04-08,341.89,invoiced,credit_card,Jaipur,UP
CUST1849,7A4C75D4,2025-01-16,95.27,returned,debit_card,Jaipur,KA
CUST1166,7DE31A51,2025-01-29,157.47,shipped,UPI,Mumbai,TN
CUST1123,0DB95301,2025-01-21,418.53,invoiced,net_banking,Delhi,DL
CUST0623,F2F9E5FA,2025-02-05,150.59,invoiced,net_banking,Hyderabad,KA
CUST0881,1E52D770,2025-03-06,395.02,cancelled,debit_card,Hyderabad,DL
CUST1243,989BC4DA,2025-04-25,330.81,invoiced,UPI,Kolkata,MP
CUST0953,85C7504B,2025-06-09,226.48,returned,cash,Jaipur,WB
CUST1384,4C1F55AB,2025-03-21,114.71,delivered,net_banking,Kolkata,WB
CUST0970,4E2D6645,2025-06-23,398.93,shipped,credit_card,Lucknow,WB
CUST1966,F5C9B047,2025-04-27,400.05,shipped,UPI,Bangalore,MP
CUST0348,3531968D,2025-05-30,332.84,shipped,debit_card,Delhi,TN
CUST0582,14C8B3B4,2025-05-08,262.57,returned,credit_card,Mumbai,UP
CUST1297,1337739E,2025-02-06,313.44,shipped,net_banking,Mumbai,KA
CUST0192,B07AA066,2025-02-06,411.03,invoiced,cash,Ahmedabad,MP
CUST1539,3B4206C5,2025-05-02,125.09,,debit_card,Mumbai,AP
CUST0636,DC0F2FCF,2025-03-03,120.07,delivered,cash,Delhi,AP
CUST0408,EC856F37,2025-04-05,82.2,invoiced,credit_card,Jaipur,MH
CUST0095,96FC734D,2025-02-27,129.97,shipped,credit_card,Bangalore,MH
CUST0974,6CD5E859,2025-05-15,309.52,shipped,UPI,Bangalore,GJ
CUST1574,26242B40,2025-01-29,45.69,returned,cash,Ahmedabad,TN
CUST0849,1247EA4E,2025-07-02,444.21,,net_banking,Jaipur,MP
CUST1179,9854CE4E,2025-01-18,105.27,shipped,net_banking,,WB
CUST1427,49E2623D,2025-06-01,198.15,invoiced,UPI,Indore,AP
CUST0819,4DD8EB85,2025-04-02,129.55,invoiced,UPI,Lucknow,MH
CUST1344,801EF1DA,2025-05-22,346.93,delivered,UPI,Bangalore,AP
CUST1829,9918EE46,2025-04-21,377.97,returned,net_banking,Lucknow,WB
CUST1578,5283AAC7,2025-01-14,443.88,invoiced,net_banking,Kolkata,AP
CUST1595,3A9ACA5E,2025-05-04,218.32,returned,credit_card,Lucknow,MP
CUST0361,964DB03F,2025-05-17,404.01,delivered,net_banking,Lucknow,RJ
CUST1426,D248A9A7,2025-01-11,263.8,shipped,debit_card,,MH
CUST0103,C19AD58C,2025-02-28,283.13,shipped,cash,Mumbai,GJ
CUST1879,7135F221,2025-02-10,425.68,shipped,debit_card,Hyderabad,AP
CUST0935,95D82980,2025-07-03,75.34,cancelled,debit_card,Delhi,
CUST0952,F8140102,2025-04-01,337.11,shipped,cash,Kolkata,KA
CUST1145,5553B2FE,2025-01-24,301.77,invoiced,cash,Bangalore,RJ
CUST1946,292BD156,2025-03-10,380.07,shipped,debit_card,Chennai,TN
CUST0907,49C8A43F,2025-03-12,310.2,,cash,Delhi,DL
CUST1474,C2B01CFD,2025-05-15,447.09,cancelled,credit_card,Indore,TN
CUST0874,50843242,2025-04-23,416.98,returned,net_banking,Hyderabad,WB
CUST1123,C5C5B37A,2025-02-25,228.5,returned,credit_card,Delhi,MH
CUST0326,FCF56188,2025-03-26,374.39,delivered,net_banking,Ahmedabad,GJ
CUST0973,764414FD,2025-01-07,230.53,returned,credit_card,Ahmedabad,AP
CUST1540,5C9D927D,2025-03-28,131.15,delivered,debit_card,Delhi,MH
CUST1306,71299889,2025-05-07,145.88,shipped,net_banking,Delhi,GJ
CUST1593,8C99A894,2025-06-03,265.44,shipped,net_banking,Jaipur,MH
CUST1284,E17F29E1,2025-02-01,127.23,invoiced,net_banking,Lucknow,TN
CUST0901,F920264C,2025-05-22,47.97,shipped,credit_card,Kolkata,GJ
CUST0586,B5B453CA,2025-05-09,124.9,,debit_card,Chennai,WB
CUST0688,8D605936,2025-02-06,166.66,delivered,UPI,Delhi,MH
CUST1107,D7665CDA,2025-03-27,49.48,invoiced,cash,Hyderabad,DL
CUST0309,1E1242E3,2025-07-03,123.32,invoiced,cash,Ahmedabad,DL
CUST1422,EEC259DC,2025-05-12,84.87,invoiced,credit_card,Kolkata,MP
CUST0439,45FF2C83,2025-05-26,41.47,returned,debit_card,Indore,KA
CUST0835,78E3654B,2025-03-28,172.13,invoiced,credit_card,Chennai,AP
CUST0955,6232B17A,2025-02-23,213.73,invoiced,UPI,Hyderabad,DL
CUST0424,BF0D073D,2025-02-13,418.12,cancelled,net_banking,Indore,MP
CUST0798,46B82659,2025-06-26,453.37,returned,debit_card,Indore,WB
CUST1197,57021049,2025-06-06,473.57,invoiced,cash,,RJ
CUST0041,D20F87D0,2025-07-07,429.8,delivered,UPI,Chennai,WB
CUST1568,D664D264,2025-01-07,292.09,,debit_card,Delhi,WB
CUST0977,7D5911C6,2025-04-30,12.89,invoiced,net_banking,Jaipur,GJ
CUST0721,7BFDCC12,2025-06-24,156.32,shipped,debit_card,Delhi,MH
CUST0799,8B1E3B9D,2025-03-15,428.19,delivered,net_banking,Mumbai,AP
CUST1953,DE9E3757,2025-03-21,419.51,returned,cash,Jaipur,UP
CUST1103,9261549D,2025-02-12,376.28,cancelled,debit_card,Kolkata,KA
CUST1119,69288E92,2025-03-22,401.94,invoiced,credit_card,Ahmedabad,KA
CUST1839,B489D070,2025-01-15,118.06,shipped,cash,Chennai,TN
CUST0450,FD08B32C,2025-07-03,143.74,delivered,UPI,Mumbai,AP
CUST0995,FB16E5DB,2025-05-15,24.22,cancelled,UPI,Indore,UP
CUST0689,2051ACEF,2025-02-05,337.75,returned,UPI,Jaipur,KA
CUST1635,DEA4AE17,2025-04-14,208.12,,debit_card,Indore,WB
CUST0339,1986B4B2,2025-01-26,421.85,returned,debit_card,Chennai,MH
CUST1884,B8F21423,2025-04-19,72.54,delivered,,Chennai,TN
CUST1275,F84F16B3,2025-02-03,271.72,cancelled,debit_card,Hyderabad,MH
CUST1858,F81DBAA1,2025-02-05,203.07,shipped,UPI,Jaipur,GJ
CUST1156,65C17795,2025-02-27,334.87,delivered,debit_card,Jaipur,UP
CUST0172,DA330AA1,2025-05-13,324.95,cancelled,credit_card,Hyderabad,AP
CUST0278,F4427E0B,2025-05-17,434.76,delivered,UPI,Kolkata,MP
CUST0373,C268283E,2025-03-09,34.64,delivered,cash,Hyderabad,GJ
CUST0777,9E11D2CD,2025-04-11,170.4,returned,cash,Lucknow,GJ
CUST0932,EBC2026F,2025-01-20,170.15,invoiced,net_banking,Kolkata,MP
CUST1559,1723199D,2025-03-03,441.02,cancelled,UPI,Bangalore,GJ
CUST0570,A23D4C2F,2025-04-01,378.48,returned,net_banking,Delhi,AP
